a,b,output
72,66,41
35,56,91
21,50,71
55,60,18
55,10,65
41,17,58
10,16,26
46,9,55
14,84,1
5,36,41
21,3,24
58,73,34
88,56,47
74,18,92
7,47,54
60,95,58
30,14,44
19,62,81
59,75,37
19,88,10
45,35,80
77,27,7
71,5,76
55,77,35
2,73,75
31,96,30
87,53,43
79,17,96
15,52,67
65,33,1
74,49,26
54,59,16
93,59,55
72,8,80
11,87,1
34,39,73
20,72,92
50,15,65
45,61,9
60,35,95
72,40,15
74,90,67
55,68,26
77,67,47
57,93,53
94,54,51
48,71,22
29,45,74
50,18,68
93,56,52
89,56,48
48,4,52
71,26,0
41,2,43
33,16,49
48,96,47
37,63,3
41,56,0
26,6,32
6,33,39
39,44,83
9,90,2
59,32,91
89,59,51
26,47,73
71,54,28
46,50,96
80,93,76
25,1,26
58,60,21
62,22,84
25,90,18
95,47,45
13,24,37
15,29,44
86,38,27
81,15,96
39,7,46
0,30,30
75,61,39
37,92,32
24,8,32
49,32,81
78,41,22
6,83,89
38,5,43
8,95,6
18,48,66
74,11,85
34,82,19
94,60,57
15,44,59
80,19,2
90,9,2
23,14,37
6,55,61
37,54,91
82,17,2
73,19,92
20,2,22
29,13,42
48,79,30
38,35,73
20,22,42
49,65,17
49,76,28
1,12,13
77,64,44
68,89,60
14,33,47
53,32,85
5,9,14
11,69,80
48,90,41
25,66,91
80,43,26
48,9,57
68,10,78
39,26,65
14,77,91
10,7,17
56,68,27
71,4,75
60,38,1
88,64,55
96,80,79
72,56,31
87,72,62
59,17,76
43,51,94
45,68,16
2,71,73
57,57,17
1,58,59
79,48,30
65,90,58
53,64,20
53,67,23
6,92,1
87,92,82
79,27,9
64,25,89
26,61,87
39,80,22
65,31,96
82,14,96
60,71,34
61,72,36
59,45,7
6,48,54
37,28,65
57,35,92
90,55,48
32,7,39
41,10,51
33,82,18
30,36,66
30,96,29
37,2,39
96,22,21
22,18,40
38,18,56
75,89,67
33,71,7
50,17,67
30,22,52
92,39,34
31,79,13
25,53,78
66,18,84
35,51,86
15,41,56
23,80,6
24,88,15
13,96,12
21,64,85
14,47,61
87,61,51
27,77,7
48,53,4
45,24,69
34,75,12
47,89,39
83,60,46
12,15,27
72,83,58
8,55,63
26,5,31
82,36,21
7,89,96
87,16,6
0,89,89
55,12,67
71,94,68
8,69,77
48,29,77
50,62,15
45,67,15
65,29,94
17,40,57
61,30,91
64,87,54
31,19,50
72,41,16
29,53,82
10,69,79
56,60,19
64,59,26
5,29,34
33,70,6
0,32,32
89,2,91
40,18,58
75,60,38
33,51,84
74,89,66
5,35,40
88,88,79
70,76,49
22,69,91
89,19,11
26,17,43
36,93,32
85,20,8
59,53,15
52,78,33
14,8,22
23,40,63
44,71,18
45,23,68
96,69,68
63,65,31
11,15,26
75,66,44
14,89,6
56,3,59
1,37,38
44,82,29
11,32,43
53,20,73
75,12,87
2,36,38
64,22,86
56,5,61
34,67,4
89,52,44
21,8,29
3,21,24
56,80,39
55,82,40
86,56,45
30,83,16
69,45,17
22,86,11
49,29,78
0,4,4
24,5,29
26,81,10
53,53,9
65,12,77
88,9,0
39,95,37
62,55,20
78,27,8
68,18,86
32,39,71
59,58,20
49,6,55
90,61,54
52,82,37
28,52,80
69,96,68
73,14,87
51,66,20
8,38,46
46,87,36
2,47,49
10,42,52
47,60,10
6,73,79
85,12,0
52,3,55
11,54,65
2,66,68
47,62,12
23,43,66
4,78,82
74,79,56
40,55,95
32,2,34
56,90,49
38,66,7
84,43,30
24,16,40
80,71,54
29,65,94
65,69,37
24,78,5
71,78,52
21,31,52
67,19,86
37,66,6
57,49,9
20,74,94
64,41,8
15,47,62
65,74,42
93,88,84
55,76,34
22,8,30
44,59,6
33,2,35
9,71,80
38,27,65
74,70,47
15,30,45
96,35,34
65,65,33
80,37,20
37,87,27
6,59,65
64,32,96
31,83,17
84,19,6
81,89,73
46,47,93
84,54,41
96,46,45
14,51,65
61,43,7
79,69,51
17,73,90
18,18,36
24,2,26
36,86,25
20,62,82
44,85,32
83,45,31
47,69,19
2,81,83
40,73,16
75,21,96
92,11,6
25,54,79
26,46,72
70,22,92
44,49,93
90,48,41
90,66,59
3,75,78
51,16,67
57,41,1
73,84,60
1,87,88
32,72,7
25,29,54
91,20,14
76,41,20
71,50,24
13,66,79
5,19,24
89,36,28
46,95,44
2,85,87
2,11,13
42,62,7
72,73,48
78,80,61
62,10,72
35,29,64
44,90,37
83,84,70
72,94,69
5,83,88
6,78,84
4,3,7
4,58,62
41,88,32
49,13,62
4,45,49
75,87,65
76,14,90
76,36,15
38,9,47
49,16,65
54,95,52
64,0,64
66,48,17
64,91,58
77,15,92
92,8,3
0,42,42
44,18,62
18,71,89
31,2,33
58,78,39
42,23,65
51,70,24
7,30,37
69,71,43
65,43,11
37,86,26
24,46,70
27,89,19
82,54,39
7,41,48
78,68,49
0,59,59
16,72,88
43,56,2
84,25,12
28,26,54
76,56,35
51,74,28
46,59,8
49,21,70
59,21,80
27,6,33
5,86,91
33,0,33
33,54,87
75,29,7
62,52,17
19,29,48
64,94,61
65,80,48
73,35,11
26,51,77
63,50,16
61,31,92
40,30,70
78,2,80
48,43,91
38,96,37
23,91,17
80,77,60
45,27,72
48,30,78
85,28,16
23,79,5
40,36,76
94,24,21
35,9,44
58,68,29
94,45,42
71,18,89
89,51,43
27,88,18
11,72,83
76,6,82
22,76,1
51,19,70
61,44,8
84,15,2
34,91,28
9,92,4
61,16,77
83,32,18
69,46,18
4,71,75
81,80,64
0,72,72
61,33,94
36,88,27
69,25,94
93,58,54
96,89,88
44,96,43
89,45,37
23,75,1
85,73,61
2,79,81
85,0,85
80,85,68
23,30,53
34,9,43
57,50,10
61,2,63
94,37,34
33,11,44
20,31,51
68,90,61
70,43,16
27,31,58
84,81,68
6,45,51
75,1,76
19,5,24
59,80,42
69,29,1
87,56,46
13,46,59
56,14,70
67,23,90
48,74,25
26,78,7
77,34,14
39,16,55
40,95,38
19,87,9
52,17,69
30,34,64
50,60,13
74,74,51
8,3,11
7,19,26
89,70,62
1,13,14
70,77,50
55,71,29
26,89,18
33,66,2
53,21,74
1,80,81
48,55,6
49,91,43
46,25,71
74,30,7
80,17,0
66,3,69
45,53,1
12,84,96
9,2,11
54,41,95
39,57,96
68,52,23
9,50,59
78,89,70
55,2,57
35,39,74
58,23,81
69,84,56
41,45,86
1,42,43
11,7,18
61,83,47
86,0,86
20,59,79
65,51,19
70,60,33
57,4,61
67,27,94
38,31,69
77,54,34
85,82,70
90,72,65
52,32,84
1,14,15
22,39,61
17,25,42
25,7,32
81,95,79
34,28,62
61,38,2
83,6,89
29,54,83
9,89,1
52,18,70
71,1,72
14,56,70
3,11,14
35,92,30
82,6,88
56,6,62
0,96,96
59,4,63
7,66,73
75,59,37
24,95,22
47,86,36
1,1,2
51,2,53
28,67,95
11,55,66
80,67,50
35,36,71
25,13,38
6,71,77
67,2,69
75,50,28
59,87,49
81,70,54
46,94,43
20,54,74
49,81,33
33,83,19
41,49,90
31,34,65
55,34,89
68,21,89
34,78,15
56,73,32
12,75,87
7,80,87
70,48,21
29,92,24
9,52,61
84,77,64
16,33,49
58,59,20
92,81,76
27,29,56
57,34,91
57,37,94
16,50,66
9,83,92
54,32,86
64,81,48
19,70,89
35,66,4
20,7,27
80,42,25
64,40,7
68,46,17
50,34,84
6,4,10
61,74,38
68,96,67
35,72,10
14,26,40
44,35,79
6,8,14
58,85,46
52,4,56
81,24,8
73,47,23
27,34,61
91,44,38
14,67,81
57,47,7
52,29,81
51,84,38
17,9,26
40,81,24
64,30,94
31,9,40
85,70,58
55,44,2
76,84,63
55,62,20
73,69,45
40,14,54
72,29,4
81,33,17
85,89,77
3,8,11
73,46,22
49,85,37
83,63,49
74,28,5
70,67,40
60,0,60
28,79,10
17,63,80
79,93,75
1,30,31
84,67,54
0,76,76
66,23,89
20,12,32
11,9,20
18,24,42
4,82,86
34,85,22
38,26,64
65,71,39
30,40,70
18,89,10
22,72,94
7,54,61
14,74,88
57,38,95
73,31,7
39,40,79
23,67,90
12,42,54
63,11,74
84,69,56
46,32,78
63,10,73
78,59,40
95,13,11
31,56,87
96,55,54
69,56,28
61,82,46
65,57,25
95,59,57
69,23,92
16,88,7
51,26,77
84,75,62
16,93,12
29,76,8
74,95,72
7,94,4
50,83,36
89,49,41
70,65,38
40,61,4
43,44,87
65,44,12
1,70,71
21,75,96
80,54,37
40,48,88
30,38,68
20,19,39
27,20,47
70,75,48
13,38,51
5,65,70
5,46,51
19,16,35
70,61,34
42,1,43
18,20,38
9,63,72
20,57,77
79,76,58
12,62,74
78,13,91
38,12,50
66,7,73
31,15,46
31,74,8
15,75,90
72,89,64
84,31,18
40,39,79
81,57,41
42,84,29
3,82,85
76,23,2
7,70,77
83,56,42
68,63,34
50,61,14
89,61,53
9,21,30
42,22,64
18,69,87
29,6,35
24,54,78
53,50,6
62,93,58
87,80,70
0,55,55
69,40,12
27,17,44
28,55,83
85,75,63
82,32,17
20,29,49
77,82,62
37,4,41
47,73,23
72,27,2
53,52,8
22,50,72
68,79,50
48,51,2
33,7,40
59,3,62
95,65,63
3,7,10
88,61,52
49,1,50
81,94,78
9,53,62
27,65,92
5,23,28
93,41,37
33,32,65
64,76,43
46,88,37
26,37,63
11,3,14
93,23,19
45,65,13
85,31,19
77,38,18
38,83,24
20,96,19
40,65,8
2,65,67
14,68,82
42,27,69
8,63,71
34,51,85
13,58,71
82,16,1
26,65,91
18,40,58
22,1,23
31,49,80
25,62,87
67,96,66
11,95,9
43,52,95
60,39,2
30,81,14
80,33,16
77,33,13
50,43,93
53,41,94
36,41,77
21,48,69
87,90,80
67,20,87
62,68,33
8,26,34
43,55,1
10,84,94
27,25,52
25,75,3
21,58,79
63,76,42
32,65,0
16,4,20
42,64,9
26,34,60
52,67,22
57,56,16
82,56,41
39,76,18
59,37,96
19,30,49
69,22,91
92,29,24
83,17,3
50,23,73
51,36,87
60,49,12
96,3,2
73,15,88
71,89,63
76,28,7
57,95,55
50,81,34
28,17,45
69,12,81
14,35,49
82,86,71
91,55,49
14,13,27
25,28,53
20,17,37
86,24,13
83,67,53
36,83,22
3,76,79
4,27,31
28,23,51
31,69,3
0,26,26
75,24,2
25,26,51
36,39,75
67,55,25
21,63,84
41,35,76
76,68,47
23,8,31
86,10,96
43,10,53
4,62,66
46,34,80
80,7,87
43,37,80
13,88,4
80,22,5
54,65,22
74,44,21
87,55,45
6,38,44
58,1,59
78,63,44
37,88,28
40,58,1
38,38,76
43,95,41
73,61,37
67,13,80
25,86,14
90,83,76
63,2,65
22,81,6
88,6,94
81,38,22
40,19,59
24,47,71
55,78,36
82,63,48
88,81,72
19,7,26
91,42,36
88,4,92
1,85,86
91,27,21
60,87,50
23,11,34
39,1,40
18,60,78
62,72,37
69,60,32
43,71,17
63,92,58
48,54,5
37,93,33
76,32,11
29,88,20
39,46,85
65,54,22
23,16,39
43,62,8
55,26,81
55,53,11
47,91,41
60,52,15
85,48,36
18,37,55
60,75,38
18,55,73
47,63,13
14,23,37
83,36,22
24,83,10
48,91,42
49,60,12
90,63,56
93,55,51
3,85,88
16,9,25
94,13,10
18,68,86
34,79,16
21,59,80
46,52,1
20,92,15
50,46,96
38,73,14
11,27,38
89,37,29
12,40,52
21,76,0
70,59,32
66,22,88
4,66,70
63,31,94
33,50,83
13,42,55
20,88,11
73,26,2
25,84,12
55,29,84
88,45,36
93,34,30
26,64,90
34,96,33
61,57,21
69,33,5
13,30,43
59,55,17
76,37,16
69,78,50
78,30,11
91,93,87
81,53,37
61,45,9
86,79,68
0,46,46
83,10,93
26,66,92
66,50,19
61,36,0
85,59,47
92,67,62
42,63,8
54,20,74
96,84,83
87,19,9
56,19,75
65,56,24
64,29,93
45,17,62
77,77,57
65,21,86
43,7,50
10,23,33
85,19,7
90,3,93
17,70,87
86,65,54
71,36,10
78,19,0
81,42,26
40,96,39
45,18,63
25,22,47
48,18,66
94,62,59
24,36,60
92,9,4
89,72,64
73,70,46
32,91,26
29,55,84
47,27,74
90,54,47
56,53,12
4,74,78
65,77,45
48,52,3
37,37,74
93,91,87
58,11,69
74,65,42
17,48,65
61,7,68
69,43,15
70,38,11
37,67,7
66,89,58
83,62,48
92,2,94
81,79,63
39,28,67
54,88,45
91,80,74
53,73,29
10,52,62
52,27,79
89,77,69
32,58,90
34,71,8
43,81,27
2,91,93
26,20,46
1,59,60
52,58,13
42,47,89
86,13,2
86,20,9
77,78,58
56,94,53
44,94,41
16,53,69
3,25,28
18,1,19
59,23,82
1,15,16
60,24,84
59,81,43
34,74,11
41,12,53
58,93,54
94,14,11
76,9,85
36,1,37
19,76,95
96,37,36
22,24,46
41,5,46
15,40,55
27,37,64
27,68,95
40,27,67
72,77,52
13,43,56
3,34,37
26,38,64
32,53,85
82,24,9
16,66,82
6,90,96
58,75,36
68,3,71
16,23,39
9,96,8
36,58,94
95,41,39
34,20,54
30,51,81
5,13,18
39,22,61
9,44,53
27,45,72
43,65,11
2,28,30
4,11,15
11,40,51
8,62,70
25,41,66
60,82,45
34,95,32
76,5,81
11,60,71
46,7,53
14,3,17
8,14,22
91,31,25
6,5,11
19,24,43
94,8,5
51,78,32
7,33,40
8,82,90
23,55,78
81,56,40
92,0,92
28,31,59
27,73,3
9,57,66
58,26,84
3,48,51
61,12,73
45,90,38
11,50,61
15,91,9
58,2,60
55,83,41
67,57,27
63,34,0
64,36,3
79,24,6
10,3,13
80,20,3
55,55,13
95,56,54
71,0,71
29,85,17
44,65,12
25,15,40
35,47,82
47,40,87
29,94,26
53,70,26
74,96,73
41,67,11
95,61,59
55,18,73
94,68,65
73,30,6
41,60,4
88,41,32
43,8,51
35,24,59
6,86,92
40,10,50
26,82,11
54,93,50
53,17,70
94,52,49
89,7,96
53,62,18
30,2,32
44,76,23
32,6,38
10,78,88
18,94,15
33,18,51
90,8,1
81,49,33
36,3,39
59,14,73
91,84,78
86,87,76
53,92,48
29,50,79
73,5,78
96,51,50
69,15,84
91,36,30
6,0,6
90,40,33
12,26,38
29,38,67
7,27,34
92,74,69
76,19,95
63,53,19
72,31,6
10,14,24
81,25,9
72,21,93
2,52,54
4,14,18
85,69,57
8,67,75
75,11,86
91,62,56
45,51,96
94,40,37
59,1,60
46,23,69
47,79,29
23,3,26
18,72,90
51,89,43
74,14,88
85,47,35
58,67,28
80,76,59
33,88,24
63,32,95
96,47,46
78,36,17
40,63,6
24,52,76
90,42,35
22,94,19
64,46,13
72,4,76
12,89,4
64,35,2
80,48,31
70,28,1
22,89,14
72,34,9
91,50,44
76,26,5
77,63,43
38,64,5
63,21,84
60,40,3
57,9,66
9,94,6
73,55,31
80,15,95
95,19,17
64,45,12
58,7,65
90,96,89
21,12,33
58,65,26
36,8,44
4,18,22
30,37,67
72,78,53
19,19,38
16,58,74
58,15,73
57,70,30
61,56,20
22,10,32
17,34,51
46,8,54
50,89,42
75,33,11
14,42,56
90,65,58
71,21,92
74,94,71
31,81,15
29,14,43
74,4,78
4,39,43
76,74,53
81,72,56
6,64,70
10,63,73
28,21,49
92,60,55
27,28,55
80,16,96
3,56,59
30,85,18
44,48,92
86,72,61
16,6,22
78,23,4
21,42,63
42,49,91
92,70,65
20,8,28
93,37,33
54,2,56
5,54,59
27,7,34
82,71,56
88,18,9
58,82,43
41,51,92
11,38,49
36,91,30
62,95,60
79,75,57
87,54,44
65,58,26
88,52,43
36,51,87
28,65,93
72,14,86
80,44,27
44,30,74
32,85,20
64,8,72
34,81,18
13,81,94
76,76,55
24,65,89
5,15,20
39,75,17
6,62,68
60,10,70
10,96,9
32,16,48
27,9,36
44,34,78
54,0,54
29,69,1
75,92,70
22,47,69
7,51,58
39,4,43
14,64,78
19,85,7
18,11,29
46,40,86
61,22,83
95,84,82
32,38,70
92,19,14
10,50,60
95,36,34
6,67,73
8,54,62
17,41,58
26,19,45
58,0,58
38,47,85
71,27,1
63,79,45
32,51,83
66,93,62
24,6,30
21,88,12
48,88,39
61,50,14
70,72,45
50,21,71
24,72,96
8,33,41
3,38,41
19,11,30
58,71,32
37,69,9
87,62,52
19,21,40
64,9,73
83,69,55
21,1,22
20,39,59
28,81,12
66,69,38
30,69,2
81,51,35
47,7,54
47,16,63
24,29,53
26,15,41
4,7,11
72,36,11
34,59,93
59,89,51
16,24,40
20,52,72
9,30,39
12,95,10
69,76,48
63,57,23
13,44,57
95,6,4
33,24,57
8,71,79
8,7,15
34,56,90
49,37,86
29,43,72
43,28,71
62,96,61
68,8,76
40,80,23
83,72,58
5,47,52
0,51,51
52,40,92
40,21,61
87,45,35
57,15,72
6,21,27
43,22,65
4,64,68
86,39,28
64,1,65
39,68,10
74,66,43
58,24,82
33,48,81
42,56,1
52,41,93
69,91,63
20,75,95
75,26,4
20,76,96
79,78,60
39,41,80
74,63,40
33,33,66
73,48,24
22,48,70
35,45,80
12,43,55
83,35,21
8,15,23
45,88,36
40,66,9
16,57,73
51,53,7
27,5,32
26,9,35
38,61,2
92,23,18
89,0,89
86,63,52
4,60,64
23,29,52
28,83,14
39,87,29
21,24,45
76,60,39
38,1,39
53,56,12
58,34,92
26,54,80
54,96,53
1,55,56
1,68,69
55,79,37
52,36,88
26,1,27
19,59,78
44,74,21
96,53,52
59,6,65
30,82,15
32,68,3
38,23,61
69,2,71
60,6,66
88,87,78
21,62,83
91,68,62
60,79,42
19,64,83
52,86,41
36,13,49
33,60,93
66,41,10
92,93,88
5,34,39
95,94,92
56,46,5
81,84,68
85,61,49
22,42,64
37,79,19
41,15,56
37,85,25
94,96,93
11,77,88
21,57,78
29,73,5
14,70,84
83,0,83
33,14,47
70,74,47
19,49,68
96,26,25
13,12,25
15,4,19
57,77,37
43,58,4
19,46,65
19,43,62
28,29,57
46,77,26
11,91,5
13,29,42
46,42,88
69,82,54
56,64,23
76,48,27
3,40,43
33,10,43
6,76,82
53,31,84
89,23,15
92,54,49
89,68,60
30,87,20
62,69,34
62,53,18
71,90,64
48,66,17
65,15,80
85,44,32
46,93,42
65,3,68
40,31,71
89,28,20
6,68,74
5,43,48
16,79,95
65,10,75
46,12,58
7,39,46
88,7,95
87,8,95
70,63,36
31,63,94
24,37,61
8,92,3
83,27,13
43,74,20
5,27,32
32,33,65
11,6,17
52,20,72
89,65,57
74,93,70
74,91,68
71,76,50
21,61,82
69,65,37
56,1,57
29,79,11
93,54,50
91,7,1
84,23,10
70,52,25
66,14,80
24,67,91
68,74,45
94,93,90
68,76,47
55,22,77
10,83,93
51,44,95
34,65,2
78,57,38
85,36,24
54,62,19
1,22,23
19,90,12
41,52,93
10,22,32
7,90,0
43,0,43
41,4,45
11,5,16
80,11,91
6,29,35
66,84,53
60,85,48
79,34,16
32,71,6
13,5,18
73,68,44
70,9,79
21,73,94
4,6,10
63,49,15
66,13,79
96,16,15
96,1,0
2,78,80
32,59,91
2,37,39
2,8,10
67,88,58
63,37,3
65,79,47
18,86,7
27,84,14
83,33,19
95,78,76
51,83,37
7,14,21
66,27,93
7,26,33
38,8,46
17,4,21
78,47,28
9,70,79
17,47,64
28,71,2
67,61,31
72,43,18
81,34,18
29,7,36
54,29,83
1,19,20
52,75,30
30,13,43
68,54,25
11,45,56
54,49,6
49,86,38
56,10,66
73,65,41
29,61,90
95,85,83
64,48,15
7,43,50
53,0,53
51,14,65
68,19,87
63,93,59
56,96,55
59,65,27
10,4,14
25,9,34
1,23,24
14,41,55
24,10,34
20,90,13
42,8,50
72,35,10
23,56,79
9,76,85
10,64,74
96,59,58
3,47,50
73,54,30
65,94,62
47,64,14
9,69,78
35,17,52
12,51,63
62,36,1
51,81,35
15,24,39
41,87,31
76,63,42
75,53,31
77,49,29
96,25,24
80,38,21
4,65,69
58,27,85
10,57,67
38,62,3
5,87,92
71,29,3
28,84,15
89,44,36
27,63,90
92,65,60
96,66,65
23,52,75
41,76,20
28,72,3
16,26,42
63,62,28
50,65,18
9,62,71
39,58,0
25,92,20
9,47,56
35,87,25
47,4,51
38,30,68
18,23,41
29,1,30
96,28,27
12,56,68
2,38,40
47,84,34
56,21,77
5,18,23
2,84,86
78,96,77
46,5,51
94,69,66
49,41,90
60,42,5
42,83,28
0,84,84
46,67,16
89,3,92
56,50,9
95,2,0
29,10,39
12,77,89
87,31,21
95,68,66
3,52,55
26,24,50
54,89,46
86,18,7
96,94,93
52,34,86
59,16,75
39,9,48
7,11,18
51,35,86
84,58,45
95,80,78
25,12,37
84,46,33
3,22,25
68,7,75
54,94,51
91,29,23
19,44,63
54,84,41
52,38,90
63,26,89
85,4,89
78,28,9
33,64,0
69,18,87
87,21,11
21,60,81
7,2,9
65,82,50
40,51,91
40,85,28
68,45,16
82,80,65
82,35,20
37,21,58
31,53,84
56,91,50
20,10,30
18,95,16
36,78,17
1,3,4
90,33,26
74,55,32
95,11,9
95,30,28
71,15,86
60,67,30
21,80,4
81,88,72
75,13,88
58,36,94
7,42,49
90,75,68
90,45,38
84,20,7
15,35,50
13,72,85
49,22,71
63,89,55
59,84,46
79,79,61
31,51,82
2,18,20
93,92,88
50,24,74
27,47,74
52,65,20
78,42,23
2,56,58
88,8,96
63,54,20
91,66,60
90,35,28
32,61,93
74,8,82
81,13,94
39,86,28
31,24,55
25,47,72
12,49,61
52,48,3
55,63,21
80,95,78
67,60,30
46,81,30
60,89,52
38,56,94
29,37,66
31,76,10
4,94,1
85,91,79
38,3,41
78,54,35
46,46,92
18,77,95
12,8,20
43,88,34
0,49,49
44,78,25
44,7,51
39,35,74
90,44,37
34,12,46
18,43,61
21,21,42
83,7,90
16,62,78
34,69,6
14,65,79
86,68,57
83,16,2
56,86,45
76,35,14
12,88,3
77,79,59
47,83,33
15,65,80
69,44,16
3,30,33
72,38,13
84,86,73
80,53,36
96,10,9
64,17,81
75,52,30
28,77,8
94,27,24
32,1,33
41,26,67
7,9,16
11,62,73
70,26,96
39,10,49
11,96,10
43,90,36
60,72,35
81,58,42
48,10,58
9,13,22
96,32,31
41,0,41
28,28,56
93,75,71
11,46,57
24,33,57
68,38,9
5,78,83
42,85,30
69,93,65
12,23,35
95,71,69
16,5,21
72,65,40
3,55,58
76,69,48
52,62,17
93,43,39
67,3,70
23,37,60
42,80,25
78,20,1
0,25,25
89,29,21
14,87,4
84,94,81
15,55,70
21,71,92
30,3,33
1,75,76
6,30,36
83,44,30
65,22,87
40,26,66
20,26,46
85,16,4
79,32,14
91,46,40
5,32,37
96,52,51
55,37,92
78,32,13
18,62,80
70,35,8
79,25,7
53,5,58
89,39,31
30,59,89
46,82,31
42,96,41
43,24,67
39,62,4
77,60,40
82,61,46
93,12,8
67,30,0
44,23,67
61,37,1
71,66,40
78,40,21
49,58,10
8,61,69
26,77,6
72,64,39
95,89,87
10,85,95
60,43,6
56,75,34
88,16,7
36,72,11
20,81,4
59,31,90
20,40,60
14,69,83
2,62,64
50,28,78
43,35,78
86,77,66
2,21,23
61,61,25
17,6,23
41,21,62
56,93,52
68,59,30
7,92,2
18,66,84
16,95,14
76,95,74
70,62,35
22,19,41
76,40,19
56,25,81
42,51,93
16,84,3
26,48,74
65,45,13
61,19,80
69,66,38
71,60,34
60,34,94
5,30,35
15,76,91
55,13,68
36,34,70
41,38,79
67,36,6
0,53,53
43,79,25
91,34,28
25,58,83
33,96,32
72,39,14
16,49,65
24,58,82
64,23,87
93,36,32
84,78,65
73,32,8
12,93,8
50,56,9
37,82,22
88,55,46
33,90,26
92,30,25
61,40,4
94,43,40
85,34,22
80,14,94
35,63,1
14,52,66
76,22,1
24,31,55
93,45,41
43,57,3
82,59,44
3,87,90
6,12,18
23,85,11
4,44,48
90,51,44
49,63,15
82,72,57
15,61,76
76,17,93
84,61,48
13,47,60
67,59,29
20,41,61
14,60,74
57,62,22
85,78,66
43,85,31
6,87,93
58,62,23
55,87,45
53,57,13
79,43,25
55,32,87
93,44,40
96,38,37
41,36,77
35,78,16
63,28,91
39,33,72
81,92,76
66,74,43
35,16,51
2,26,28
68,34,5
2,54,56
72,86,61
63,66,32
49,87,39
85,35,23
66,11,77
71,7,78
44,70,17
54,81,38
39,48,87
45,71,19
67,85,55
76,94,73
20,43,63
29,70,2
94,66,63
15,57,72
52,45,0
12,7,19
49,20,69
28,27,55
33,21,54
75,76,54
49,83,35
34,58,92
38,84,25
22,6,28
24,40,64
36,67,6
54,33,87
41,8,49
77,62,42
34,0,34
41,80,24
32,40,72
50,87,40
65,46,14
2,14,16
41,78,22
8,6,14
19,3,22
64,89,56
14,86,3
94,58,55
74,61,38
64,77,44
9,55,64
77,0,77
56,59,18
15,73,88
70,1,71
95,67,65
73,85,61
76,59,38
67,26,93
81,48,32
48,68,19
56,43,2
57,80,40
54,61,18
41,28,69
34,11,45
16,28,44
14,5,19
62,88,53
73,10,83
80,79,62
36,14,50
9,18,27
30,76,9
2,2,4
93,48,44
83,19,5
88,95,86
58,47,8
40,44,84
3,4,7
16,65,81
4,30,34
1,11,12
52,84,39
79,6,85
55,46,4
25,91,19
1,36,37
11,89,3
86,32,21
37,1,38
85,94,82
60,70,33
76,67,46
66,77,46
6,26,32
30,26,56
81,73,57
0,52,52
18,88,9
65,76,44
0,75,75
86,40,29
16,16,32
67,50,20
8,78,86
11,2,13
19,84,6
18,92,13
62,84,49
56,20,76
68,58,29
30,18,48
79,72,54
90,27,20
24,70,94
71,68,42
51,22,73
95,18,16
51,90,44
24,9,33
78,91,72
47,19,66
74,45,22
29,12,41
66,83,52
30,64,94
42,71,16
81,20,4
80,92,75
74,67,44
47,66,16
70,32,5
15,14,29
13,56,69
77,36,16
13,64,77
50,50,3
29,82,14
45,81,29
25,44,69
67,73,43
61,55,19
10,44,54
33,3,36
3,65,68
75,82,60
4,50,54
11,93,7
29,28,57
19,50,69
0,61,61
13,93,9
11,56,67
79,67,49
3,61,64
40,35,75
29,59,88
13,92,8
59,22,81
9,86,95
1,79,80
19,57,76
2,72,74
35,18,53
47,80,30
46,6,52
39,3,42
10,0,10
6,72,78
62,76,41
96,9,8
70,54,27
11,30,41
74,10,84
17,84,4
57,88,48
86,90,79
84,17,4
1,7,8
37,90,30
4,59,63
48,67,18
23,82,8
60,36,96
71,37,11
71,22,93
90,23,16
7,37,44
10,86,96
94,47,44
58,63,24
36,24,60
36,22,58
80,91,74
90,10,3
65,83,51
34,60,94
36,89,28
34,53,87
34,2,36
90,24,17
72,19,91
63,78,44
1,2,3
18,5,23
66,40,9
37,58,95
45,20,65
94,65,62
87,67,57
5,62,67
23,69,92
57,96,56
5,26,31
23,81,7
43,63,9
8,4,12
73,41,17
68,95,66
49,0,49
8,87,95
77,42,22
25,45,70
42,59,4
88,19,10
19,26,45
45,39,84
17,78,95
9,1,10
57,18,75
77,84,64
46,91,40
79,30,12
42,5,47
42,14,56
57,43,3
94,36,33
81,2,83
90,39,32
67,5,72
22,23,45
25,49,74
48,24,72
83,25,11
40,57,0
22,88,13
65,87,55
60,86,49
78,58,39
14,30,44
16,74,90
69,67,39
85,65,53
4,54,58
0,22,22
12,41,53
63,86,52
25,88,16
16,63,79
83,18,4
68,92,63
16,14,30
55,14,69
21,52,73
21,30,51
87,13,3
27,11,38
4,22,26
1,33,34
85,80,68
69,24,93
36,69,8
29,2,31
44,19,63
61,28,89
14,94,11
16,38,54
23,54,77
57,36,93
71,13,84
31,86,20
23,62,85
66,57,26
1,46,47
43,21,64
89,78,70
89,14,6
60,74,37
73,16,89
79,58,40
24,38,62
53,30,83
0,43,43
21,2,23
26,85,14
52,1,53
5,63,68
44,12,56
27,16,43
88,26,17
0,70,70
40,49,89
84,74,61
33,85,21
76,78,57
9,36,45
37,35,72
56,26,82
12,94,9
36,60,96
17,74,91
30,49,79
55,59,17
36,96,35
66,59,28
88,59,50
46,70,19
84,26,13
33,17,50
67,68,38
50,90,43
74,60,37
78,69,50
16,10,26
20,42,62
26,44,70
92,91,86
